inputs,targets
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Мовляв , тренерам повідомили про звільнення , не запропонувавши жодної альтернативи , і діти вже не мають де займатися .","Мовляв , тренеркам повідомили про звільнення , не запропонувавши жодної альтернативи , і діти вже не мають де займатися ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Тренери , зі свого боку , нагадали , що у цьому випадку постраждали діти , про яких новостворена ОТГ при прийнятті свого рішення зовсім забула .","Тренерки , зі свого боку , нагадали , що у цьому випадку постраждали діти , про яких новостворена ОТГ при прийнятті свого рішення зовсім забула ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Голова громади розповідає , що в перші місяці було дуже важко , працювали в авральному режимі – оформлення всіх необхідних документів , прийом на роботу працівників , створення відповідних структурних підрозділів займали надзвичайно багато часу .","Голова громади розповідає , що в перші місяці було дуже важко , працювали в авральному режимі – оформлення всіх необхідних документів , прийом на роботу працівниць , створення відповідних структурних підрозділів займали надзвичайно багато часу ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): - Ви також і відомий перекладач .",- Ви також і відома перекладачка .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Тому спроба Рильського перекладати Міцкевича є подвигом ( при тому , що за саму польську барокову метафізичну поезію ніхто з українських перекладачів наразі не брався ) .","Тому спроба Рильської перекладати Міцкевич є подвигом ( при тому , що за саму польську барокову метафізичну поезію ніхто з українських перекладачок наразі не брався ) ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Тепер перекладачам треба надолужувати - намагатися компенсувати наші сто років самотності культури .",Тепер перекладачкам треба надолужувати - намагатися компенсувати наші сто років самотності культури .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Там , де в поляків - дві сотні поетів-авангардистів , у нас - лише п’ять або сім .","Там , де в поляків - дві сотні поетес-авангардисток , у нас - лише п’ять або сім ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): - Ви також літературознавець .",- Ви також літературознавця .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): І завжди і скрізь наш найкращий учитель — рідна мова .",І завжди і скрізь наша найкраща учителька — рідна мова .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Як мовить наша геніальна поетеса Ліна Костенко , « О мово , ти іще жива .","Як мовить наш геніальний поет Василь Костенко , « О мово , ти іще жива ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Тут доречно згадати проникливі міркування нашого дбайливця за розквіт рідної мови академіка Івана Дзюби про те , що « байдужувате або легковажне ставлення до мовного розвитку свого народу , долі його мови великою мірою зумовлене буває і поверховим розумінням сутності мови , зведенням її ролі , її функції до однієї — комунікативної .","Тут доречно згадати проникливі міркування нашої дбайлиці за розквіт рідної мови академікині Олени Дзюби про те , що « байдужувате або легковажне ставлення до мовного розвитку свого народу , долі його мови великою мірою зумовлене буває і поверховим розумінням сутності мови , зведенням її ролі , її функції до однієї — комунікативної ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Зокрема , лінгвісти , психологи , педагоги , культурологи , філософи ХІХ-ХХ ст . незмірно поглибили розуміння рідної мови як носія всієї історичної спадщини народу , всього його духовного досвіду , його світогляду , його способу мислити й відчувати ...","Зокрема , лінгвістки , психологині , педагогині , культурологині , філософині ХІХ-ХХ ст . незмірно поглибили розуміння рідної мови як носія всієї історичної спадщини народу , всього його духовного досвіду , його світогляду , його способу мислити й відчувати ..."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Це письменники , мовознавці , учителі , працівники радіо й телебачення та інші .","Це письменниці , мовознавиці , учительки , працівниці радіо й телебачення та інші ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): До когорти носіїв зразкової української мови мають належати державні і громадські діячі , урядовці різних рангів .","До когорти носіїв зразкової української мови мають належати державні і громадські діячки , урядовиці різних рангів ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): І могла би довго й пристрасно пояснювати , чому доброму математикові потрібна багата уява .","І могла би довго й пристрасно пояснювати , чому добрій математикині потрібна багата уява ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Ірма блискавично справляється з цим завданням , дивуючи однокласників і вчителів .","Ірма блискавично справляється з цим завданням , дивуючи однокласників і вчительок ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Вчителі через таке вміння ставляться до неї з неабияким пієтетом і покладають на Ірму чималі сподівання .",Вчительки через таке вміння ставляться до неї з неабияким пієтетом і покладають на Ірму чималі сподівання .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Вчителька математики думає , що Ірма має неодмінно потрапити в Особливу математичну школу у Великому місті .","Вчитель математики думає , що Ірма має неодмінно потрапити в Особливу математичну школу у Великому місті ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Вони працюють директорами в школах , чиновниками в мерії та в поліції .","Вони працюють директорками в школах , чиновницями в мерії та в поліції ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): І вважає , що доньці краще було б вибрати якесь інше заняття , наприклад , стати садівницею , тоді вони могли би працювати разом у маминому саду .","І вважає , що сину краще було б вибрати якесь інше заняття , наприклад , стати садівником , тоді вони могли би працювати разом у маминому саду ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): І запишеться до мами на курси садівників і працюватиме з нею рік або два .",І запишеться до мами на курси садівниць і працюватиме з нею рік або два .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Цікаву і пізнавальну подорож місцями , де народився та виріс видатний український поет Тарас Шевченко , минулого тижня влаштував департамент культури і туризму Кіровоградської ОДА .","Цікаву і пізнавальну подорож місцями , де народилась та виросла видатна українська поетеса Світлана Шевченко , минулого тижня влаштував департамент культури і туризму Кіровоградської ОДА ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Першою зупинкою в мандрівці Шевченковими стежками стало село Моринці Черкаської області – мала батьківщина письменника .",Першою зупинкою в мандрівці Шевченковими стежками стало село Моринці Черкаської області – мала батьківщина письменниці .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Тут же , біля садиби , встановлено пам’ятник Катерині Бойко ( мамі поета ) з малим Тарасом на руках .","Тут же , біля садиби , встановлено пам’ятник Катерині Бойко ( мамі поетеси ) з малим Тарасом на руках ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Наразі в місцевих музейних залах представлені унікальні експонати , пов'язані з дитячими роками і творчими здобутками Шевченка-художника .","Наразі в місцевих музейних залах представлені унікальні експонати , пов'язані з дитячими роками і творчими здобутками Шевченко-художниці ."
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): У 1989 році на честь 175-р іччя від дня народження поета на подвір’ї музею було збудовано точну копію його рідної хати .",У 1989 році на честь 175-р іччя від дня народження поетеси на подвір’ї музею було збудовано точну копію її рідної хати .
"Перефразуй це речення, змінивши гендерні сутності на протилежні (чоловічий <-> жіночий): Подорожуючи з батьком-чумаком , він завітав до Єлисаветграду .","Подорожуючи з матір'ю-чумачкою , вона завітала до Єлисаветграду ."
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): абітурієнт",абітурієнтка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): абонент",абонентка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): абориген",аборигенка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): абстракціоніст",абстракціоністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): авантюрист",авантюристка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): автоматник",автоматниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): автомобіліст",автомобілістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): автор",авторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): агент",агентка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): агітатор",агітаторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): агностик",агностикиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): агроном",агрономка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): адвокат",адвокатка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): адміністратор",адміністраторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): адресант",адресантка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): адресат",адресатка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): айтішник",айтішниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): академік","академікиня, пані академік"
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): академіст",академістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аквалангіст",аквалангістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аквареліст",акварелістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): акомпаніатор",акомпаніаторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): акордеоніст",акордеоністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): акробат",акробатка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): активіст",активістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): актор",акторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): акушер",акушерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): акціонер",акціонерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): алерголог",алергологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): алжирець",алжирка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): альбінос",альбіноска
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): альпініст",альпіністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): альтруїст",альтруїстка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): амбасадор",амбасадорка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): американець",американка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аналітик",аналітикиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): анархіст",анархістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): англієць",англійка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): анестезіолог",анестезіологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аніматор",аніматорка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): антагоніст",антагоністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): антисеміт",антисемітка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): антрополог",антропологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): апологет",апологетка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аптекар",аптекарка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): араб",арабка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аравієць",аравійка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): арбітр","арбітерка, арбітриня"
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аргентинець",аргентинка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): арештант",арештантка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аристократ",аристократка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): арієць",арійка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): артист",артистка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): арфіст",арфістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): архаїст",архаїстка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): археолог",археологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): архіваріус",архіваріуска
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): архівіст",архівістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): архітектор",архітекторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): асистент",асистентка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аскет",аскетка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аспірант",аспірантка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): астролог",астрологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): астронавт",астронавтка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): атеїст",атеїстка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): атомник",атомниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аудитор",аудиторка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аутсайдер",аутсайдерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): афганець",афганка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): аферист",аферистка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): африканець",африканка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): багатій",багатійка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): багач",багачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): базарник",базарниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): байкар",байкерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): баламут",баламутка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): балетмейстер",балетмейстерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бандит",бандитка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бандурист",бандуристка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): банкір",банкірка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бар’єрист",бар’єристка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): барабанщик",барабанщиця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бармен","барменка, барвуменка"
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): барон",баронеса
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): баскетболіст",баскетболістка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): баяніст",баяністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): безлюдник",безлюдниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): безпритульний",безпритульна
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): безробітний",безробітна
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): белетрист",белетристка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): біатлоніст",біатлоністка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бібліотекар",бібліотекарка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бігун",бігунка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): біженець",біженка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бізнесмен",бізнесвумен
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): біолог",біологиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бісексуал",бісексуалка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): благодійник",благодійниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): блогер",блогерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бодібілдер",бодібілдерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): боєць",бійчиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): боксер",боксерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): борець",борчиня
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): боржник",боржниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): боягуз",боягузка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бранець",бранка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): брехун",брехунка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бригадир",бригадирка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): британець",британка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): брокер",брокерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): буддист",буддистка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): будівельник",будівельниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): букмекер",букмекерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бунтар",бунтарка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бунтівник",бунтівниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бухгалтер",бухгалтерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): бюрократ",бюрократка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вантажник",вантажниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вартовий",вартова
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): ватник",ватниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вахтер",вахтерка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вболівальник",вболівальниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вдівець","вдова, вдовиця"
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): веган",веганка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вегетаріанець",вегетаріанка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): ведучий",ведуча
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): велосипедист",велосипедистка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вербувальник",вербувальниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вередун",вередунка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): верстатник",верстатниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): верхолаз",верхолазка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вершник",вершниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): веслувальник",веслувальниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): ветеран",ветеранка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): виборець",виборниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вигадник",вигадниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вигнанець",вигнанка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вигодонабувач",вигодонабувачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): видавець","видавниця, видавчиня"
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): видобувач",видобувачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): визволитель",визволителька
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): визвольник",визвольниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): викладач",викладачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): виконавець",виконавиця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): виконувач",виконувачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): викривач",викривачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вимагач",вимагачка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): винахідник",винахідниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): винороб",виноробка
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): винуватець",винуватиця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): випробувальник",випробувальниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): випускник",випускниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): витівник",витівниця
"Перефразуй це слово, змінивши його гендер на протилежний (чоловічий <-> жіночий): вихованець",вихованка
